Freq.	I(C1)	I(L1)	I(R1)	I(R2)	I(V1)
8.12830516164097e+002	(-2.60553421933064e+001dB,2.63102280124519e+001°)	(-2.50561926798923e+001dB,-4.78932577982633e+001°)	(-2.60553421933064e+001dB,2.63102280124519e+001°)	(-2.50561926798923e+001dB,-4.78932577982633e+001°)	(-2.14772880101431e+001dB,1.66720342228766e+002°)
8.31763771102669e+002	(-2.60167716145689e+001dB,2.57897311041964e+001°)	(-2.51674126236593e+001dB,-4.85487201849563e+001°)	(-2.60167716145689e+001dB,2.57897311041964e+001°)	(-2.51674126236593e+001dB,-4.85487201849563e+001°)	(-2.15275787862147e+001dB,1.66499185345427e+002°)
8.51138038202374e+002	(-2.59796144431903e+001dB,2.52766283177357e+001°)	(-2.52808998092475e+001dB,-4.92023206684807e+001°)	(-2.59796144431903e+001dB,2.52766283177357e+001°)	(-2.52808998092475e+001dB,-4.92023206684807e+001°)	(-2.15790837887416e+001dB,1.66286922087297e+002°)
8.70963589956078e+002	(-2.59438303674834e+001dB,2.47709768547330e+001°)	(-2.53966402019229e+001dB,-4.98537254209240e+001°)	(-2.59438303674834e+001dB,2.47709768547330e+001°)	(-2.53966402019229e+001dB,-4.98537254209240e+001°)	(-2.16317392200220e+001dB,1.66083879705703e+002°)
8.91250938133743e+002	(-2.59093793822154e+001dB,2.42728237341540e+001°)	(-2.55146175320648e+001dB,-5.05026062812605e+001°)	(-2.59093793822154e+001dB,2.42728237341540e+001°)	(-2.55146175320648e+001dB,-5.05026062812605e+001°)	(-2.16854787818444e+001dB,1.65890362262336e+002°)
9.12010839355907e+002	(-2.58762218533427e+001dB,2.37822061420939e+001°)	(-2.56348133615248e+001dB,-5.11486415456624e+001°)	(-2.58762218533427e+001dB,2.37822061420939e+001°)	(-2.56348133615248e+001dB,-5.11486415456625e+001°)	(-2.17402339013438e+001dB,1.65706649698058e+002°)
9.33254300796988e+002	(-2.58443185777879e+001dB,2.32991517953058e+001°)	(-2.57572071579478e+001dB,-5.17915167181981e+001°)	(-2.58443185777879e+001dB,2.32991517953058e+001°)	(-2.57572071579478e+001dB,-5.17915167181981e+001°)	(-2.17959339660535e+001dB,1.65532997005655e+002°)
9.54992586021433e+002	(-2.58136308382999e+001dB,2.28236793156975e+001°)	(-2.58817763764318e+001dB,-5.24309252179667e+001°)	(-2.58136308382999e+001dB,2.28236793156975e+001°)	(-2.58817763764318e+001dB,-5.24309252179667e+001°)	(-2.18525065669777e+001dB,1.65369633511191e+002°)
9.77237220955808e+002	(-2.57841204534706e+001dB,2.23557986132038e+001°)	(-2.60084965478538e+001dB,-5.30665690391969e+001°)	(-2.57841204534706e+001dB,2.23557986132038e+001°)	(-2.60084965478538e+001dB,-5.30665690391969e+001°)	(-2.19098777484445e+001dB,1.65216762267984e+002°)
9.99999999999997e+002	(-2.57557498230053e+001dB,2.18955112745956e+001°)	(-2.61373413731476e+001dB,-5.36981593613420e+001°)	(-2.57557498230053e+001dB,2.18955112745956e+001°)	(-2.61373413731476e+001dB,-5.36981593613419e+001°)	(-2.19679722634398e+001dB,1.65074559566579e+002°)
1.02329299228075e+003	(-2.57284819683696e+001dB,2.14428109559436e+001°)	(-2.62682828227926e+001dB,-5.43254171067252e+001°)	(-2.57284819683696e+001dB,2.14428109559436e+001°)	(-2.62682828227926e+001dB,-5.43254171067252e+001°)	(-2.20267138330751e+001dB,1.64943174563399e+002°)
1.04712854805090e+003	(-2.57022805689575e+001dB,2.09976837766203e+001°)	(-2.64012912407492e+001dB,-5.49480734438242e+001°)	(-2.57022805689575e+001dB,2.09976837766203e+001°)	(-2.64012912407492e+001dB,-5.49480734438242e+001°)	(-2.20860254087984e+001dB,1.64822729029988e+002°)
1.07151930523760e+003	(-2.56771099939394e+001dB,2.05601087128915e+001°)	(-2.65363354520675e+001dB,-5.55658702348116e+001°)	(-2.56771099939394e+001dB,2.05601087128915e+001°)	(-2.65363354520675e+001dB,-5.55658702348116e+001°)	(-2.21458294359328e+001dB,1.64713317224029e+002°)
1.09647819614318e+003	(-2.56529353299644e+001dB,2.01300579893167e+001°)	(-2.66733828733920e+001dB,-5.61785604265008e+001°)	(-2.56529353299644e+001dB,2.01300579893167e+001°)	(-2.66733828733920e+001dB,-5.61785604265008e+001°)	(-2.22060481171037e+001dB,1.64615005882473e+002°)
1.12201845430196e+003	(-2.56297224049048e+001dB,1.97074974663426e+001°)	(-2.68123996255957e+001dB,-5.67859083843548e+001°)	(-2.56297224049048e+001dB,1.97074974663427e+001°)	(-2.68123996255957e+001dB,-5.67859083843548e+001°)	(-2.22666036741117e+001dB,1.64527834336345e+002°)
1.14815362149688e+003	(-2.56074378078354e+001dB,1.92923870226426e+001°)	(-2.69533506477878e+001dB,-5.73876901697104e+001°)	(-2.56074378078354e+001dB,1.92923870226426e+001°)	(-2.69533506477878e+001dB,-5.73876901697104e+001°)	(-2.23274186068131e+001dB,1.64451814745923e+002°)
1.17489755493953e+003	(-2.55860489054492e+001dB,1.88846809309082e+001°)	(-2.70961998119653e+001dB,-5.79836937608332e+001°)	(-2.55860489054492e+001dB,1.88846809309082e+001°)	(-2.70961998119653e+001dB,-5.79836937608332e+001°)	(-2.23884159475842e+001dB,1.64386932454201e+002°)
1.20226443461741e+003	(-2.55655238551145e+001dB,1.84843282259594e+001°)	(-2.72409100376083e+001dB,-5.85737192188575e+001°)	(-2.55655238551145e+001dB,1.84843282259594e+001°)	(-2.72409100376083e+001dB,-5.85737192188575e+001°)	(-2.24495195099784e+001dB,1.64333146455698e+002°)
1.23026877081238e+003	(-2.55458316147794e+001dB,1.80912730641839e+001°)	(-2.73874434055525e+001dB,-5.91575788000578e+001°)	(-2.55458316147794e+001dB,1.80912730641839e+001°)	(-2.73874434055525e+001dB,-5.91575788000578e+001°)	(-2.25106541302257e+001dB,1.64290389976876e+002°)
1.25892541179416e+003	(-2.55269419499314e+001dB,1.77054550734567e+001°)	(-2.75357612705150e+001dB,-5.97350970162646e+001°)	(-2.55269419499314e+001dB,1.77054550734567e+001°)	(-2.75357612705150e+001dB,-5.97350970162646e+001°)	(-2.25717459002758e+001dB,1.64258571163673e+002°)
1.28824955169313e+003	(-2.55088254378160e+001dB,1.73268096928265e+001°)	(-2.76858243716944e+001dB,-6.03061106455496e+001°)	(-2.55088254378160e+001dB,1.73268096928265e+001°)	(-2.76858243716944e+001dB,-6.03061106455497e+001°)	(-2.26327223911558e+001dB,1.64237573870885e+002°)
1.31825673855640e+003	(-2.54914534691175e+001dB,1.69552685013759e+001°)	(-2.78375929409132e+001dB,-6.08704686955869e+001°)	(-2.54914534691175e+001dB,1.69552685013759e+001°)	(-2.78375929409132e+001dB,-6.08704686955869e+001°)	(-2.26935128654852e+001dB,1.64227258547460e+002°)
1.34896288259165e+003	(-2.54747982473000e+001dB,1.65907595357818e+001°)	(-2.79910268078233e+001dB,-6.14280323223223e+001°)	(-2.54747982473000e+001dB,1.65907595357818e+001°)	(-2.79910268078233e+001dB,-6.14280323223223e+001°)	(-2.27540484780834e+001dB,1.64227463211088e+002°)
1.38038426460288e+003	(-2.54588327858000e+001dB,1.62332075962080e+001°)	(-2.81460855017446e+001dB,-6.19786747067796e+001°)	(-2.54588327858000e+001dB,1.62332075962080e+001°)	(-2.81460855017446e+001dB,-6.19786747067796e+001°)	(-2.28142624636959e+001dB,1.64238004504914e+002°)
1.41253754462275e+003	(-2.54435309032590e+001dB,1.58825345402602e+001°)	(-2.83027283497641e+001dB,-6.25222808929717e+001°)	(-2.54435309032590e+001dB,1.58825345402602e+001°)	(-2.83027283497641e+001dB,-6.25222808929717e+001°)	(-2.28740903109761e+001dB,1.64258678828653e+002°)
1.44543977074592e+003	(-2.54288672169746e+001dB,1.55386595648257e+001°)	(-2.84609145707709e+001dB,-6.30587475899963e+001°)	(-2.54288672169746e+001dB,1.55386595648257e+001°)	(-2.84609145707709e+001dB,-6.30587475899963e+001°)	(-2.29334699219701e+001dB,1.64289263535938e+002°)
1.47910838816820e+003	(-2.54148171347430e+001dB,1.52014994757001e+001°)	(-2.86206033651582e+001dB,-6.35879829414575e+001°)	(-2.54148171347430e+001dB,1.52014994757002e+001°)	(-2.86206033651582e+001dB,-6.35879829414574e+001°)	(-2.29923417564700e+001dB,1.64329518189380e+002°)
1.51356124843620e+003	(-2.54013568452569e+001dB,1.48709689449776e+001°)	(-2.87817539999742e+001dB,-6.41099062653892e+001°)	(-2.54013568452569e+001dB,1.48709689449776e+001°)	(-2.87817539999742e+001dB,-6.41099062653892e+001°)	(-2.30506489607297e+001dB,1.64379185864498e+002°)
1.54881661891248e+003	(-2.53884633072163e+001dB,1.45469807562476e+001°)	(-2.89443258893498e+001dB,-6.46244477678504e+001°)	(-2.53884633072163e+001dB,1.45469807562476e+001°)	(-2.89443258893498e+001dB,-6.46244477678504e+001°)	(-2.31083374801593e+001dB,1.64437994493495e+002°)
1.58489319246111e+003	(-2.53761142372988e+001dB,1.42294460376997e+001°)	(-2.91082786700825e+001dB,-6.51315482333272e+001°)	(-2.53761142372988e+001dB,1.42294460376997e+001°)	(-2.91082786700825e+001dB,-6.51315482333272e+001°)	(-2.31653561557504e+001dB,1.64505658239739e+002°)
1.62181009735892e+003	(-2.53642880971302e+001dB,1.39182744832885e+001°)	(-2.92735722722955e+001dB,-6.56311586950184e+001°)	(-2.53642880971302e+001dB,1.39182744832885e+001°)	(-2.92735722722955e+001dB,-6.56311586950184e+001°)	(-2.32216568041084e+001dB,1.64581878893761e+002°)
1.65958690743755e+003	(-2.53529640793866e+001dB,1.36133745621565e+001°)	(-2.94401669851355e+001dB,-6.61232400879926e+001°)	(-2.53529640793866e+001dB,1.36133745621565e+001°)	(-2.94401669851355e+001dB,-6.61232400879926e+001°)	(-2.32771942811032e+001dB,1.64666347281668e+002°)
1.69824365246174e+003	(-2.53421220931497e+001dB,1.33146537165514e+001°)	(-2.96080235175088e+001dB,-6.66077628880985e+001°)	(-2.53421220931497e+001dB,1.33146537165514e+001°)	(-2.96080235175088e+001dB,-6.66077628880985e+001°)	(-2.33319265292704e+001dB,1.64758744677011e+002°)
1.73780082874937e+003	(-2.53317427486313e+001dB,1.30220185485068e+001°)	(-2.97771030538908e+001dB,-6.70847067393889e+001°)	(-2.53317427486313e+001dB,1.30220185485068e+001°)	(-2.97771030538908e+001dB,-6.70847067393889e+001°)	(-2.33858146092239e+001dB,1.64858744207369e+002°)
1.77827941003892e+003	(-2.53218073413722e+001dB,1.27353749955833e+001°)	(-2.99473673052743e+001dB,-6.75540600726767e+001°)	(-2.53218073413722e+001dB,1.27353749955833e+001°)	(-2.99473673052743e+001dB,-6.75540600726767e+001°)	(-2.34388227154508e+001dB,1.64966012247242e+002°)
1.81970085860998e+003	(-2.53122978360153e+001dB,1.24546284959895e+001°)	(-3.01187785553518e+001dB,-6.80158197176934e+001°)	(-2.53122978360153e+001dB,1.24546284959895e+001°)	(-3.01187785553518e+001dB,-6.80158197176934e+001°)	(-2.34909181769753e+001dB,1.65080209789213e+002°)
1.86208713666286e+003	(-2.53031968497430e+001dB,1.21796841434206e+001°)	(-3.02912997020487e+001dB,-6.84699905111644e+001°)	(-2.53031968497430e+001dB,1.21796841434206e+001°)	(-3.02912997020487e+001dB,-6.84699905111644e+001°)	(-2.35420714434763e+001dB,1.65200993785825e+002°)
1.90546071796324e+003	(-2.52944876354626e+001dB,1.19104468319667e+001°)	(-3.04648942945474e+001dB,-6.89165849029469e+001°)	(-2.52944876354626e+001dB,1.19104468319667e+001°)	(-3.04648942945474e+001dB,-6.89165849029469e+001°)	(-2.35922560575393e+001dB,1.65328018455097e+002°)
1.94984459975804e+003	(-2.52861540648167e+001dB,1.16468213914532e+001°)	(-3.06395265659600e+001dB,-6.93556225622147e+001°)	(-2.52861540648167e+001dB,1.16468213914532e+001°)	(-3.06395265659600e+001dB,-6.93556225622147e+001°)	(-2.36414486138010e+001dB,1.65460936543211e+002°)
1.99526231496887e+003	(-2.52781806110886e+001dB,1.13887127135826e+001°)	(-3.08151614618208e+001dB,-6.97871299855018e+001°)	(-2.52781806110886e+001dB,1.13887127135825e+001°)	(-3.08151614618208e+001dB,-6.97871299855018e+001°)	(-2.36896287058229e+001dB,1.65599400538473e+002°)
2.04173794466952e+003	(-2.52705523320655e+001dB,1.11360258692518e+001°)	(-3.09917646645825e+001dB,-7.02111401082517e+001°)	(-2.52705523320655e+001dB,1.11360258692518e+001°)	(-3.09917646645825e+001dB,-7.02111401082517e+001°)	(-2.37367788615856e+001dB,1.65743063831351e+002°)
2.08929613085403e+003	(-2.52632548529174e+001dB,1.08886662174216e+001°)	(-3.11693026143111e+001dB,-7.06276919213541e+001°)	(-2.52632548529174e+001dB,1.08886662174216e+001°)	(-3.11693026143111e+001dB,-7.06276919213541e+001°)	(-2.37828844685473e+001dB,1.65891581816001e+002°)
2.13796208950222e+003	(-2.52562743491440e+001dB,1.06465395059100e+001°)	(-3.13477425257758e+001dB,-7.10368300939892e+001°)	(-2.52562743491440e+001dB,1.06465395059100e+001°)	(-3.13477425257758e+001dB,-7.10368300939892e+001°)	(-2.38279336892449e+001dB,1.66044612929440e+002°)
2.18776162394954e+003	(-2.52495975296350e+001dB,1.04095519644852e+001°)	(-3.15270524021422e+001dB,-7.14386046039464e+001°)	(-2.52495975296350e+001dB,1.04095519644852e+001°)	(-3.15270524021422e+001dB,-7.14386046039464e+001°)	(-2.38719173684443e+001dB,1.66201819625174e+002°)
2.23872113856833e+003	(-2.52432116198859e+001dB,1.01776103906234e+001°)	(-3.17072010454714e+001dB,-7.18330703764331e+001°)	(-2.52432116198859e+001dB,1.01776103906234e+001°)	(-3.17072010454714e+001dB,-7.18330703764331e+001°)	(-2.39148289328572e+001dB,1.66362869278797e+002°)
2.29086765276776e+003	(-2.52371043454058e+001dB,9.95062222829388e+000°)	(-3.18881580642346e+001dB,-7.22202869322489e+001°)	(-2.52371043454058e+001dB,9.95062222829389e+000°)	(-3.18881580642346e+001dB,-7.22202869322489e+001°)	(-2.39566642844462e+001dB,1.66527435023752e+002°)
2.34422881531991e+003	(-2.52312639153496e+001dB,9.72849564012645e+000°)	(-3.20698938780478e+001dB,-7.26003180460649e+001°)	(-2.52312639153496e+001dB,9.72849564012645e+000°)	(-3.20698938780478e+001dB,-7.26003180460649e+001°)	(-2.39974216883332e+001dB,1.66695196516101e+002°)
2.39883291901948e+003	(-2.52256790064026e+001dB,9.51113957330604e+000°)	(-3.22523797198289e+001dB,-7.29732314154230e+001°)	(-2.52256790064026e+001dB,9.51113957330600e+000°)	(-3.22523797198289e+001dB,-7.29732314154230e+001°)	(-2.40371016563054e+001dB,1.66865840627790e+002°)
2.45470891568502e+003	(-2.52203387469427e+001dB,9.29846381953269e+000°)	(-3.24355876355767e+001dB,-7.33390983409527e+001°)	(-2.52203387469427e+001dB,9.29846381953272e+000°)	(-3.24355876355767e+001dB,-7.33390983409527e+001°)	(-2.40757068268905e+001dB,1.67039062068458e+002°)
2.51188643150957e+003	(-2.52152327015000e+001dB,9.09037906937419e+000°)	(-3.26194904819662e+001dB,-7.36979934181917e+001°)	(-2.52152327015000e+001dB,9.09037906937419e+000°)	(-3.26194904819662e+001dB,-7.36979934181917e+001°)	(-2.41132418429357e+001dB,1.67214563936463e+002°)
2.57039578276885e+003	(-2.52103508555333e+001dB,8.88679696132623e+000°)	(-3.28040619219467e+001dB,-7.40499942412988e+001°)	(-2.52103508555333e+001dB,8.88679696132625e+000°)	(-3.28040619219467e+001dB,-7.40499942412988e+001°)	(-2.41497132275843e+001dB,1.67392058200225e+002°)
2.63026799189537e+003	(-2.52056836005364e+001dB,8.68763012588847e+000°)	(-3.29892764185243e+001dB,-7.43951811188553e+001°)	(-2.52056836005364e+001dB,8.68763012588847e+000°)	(-3.29892764185243e+001dB,-7.43951811188553e+001°)	(-2.41851292594948e+001dB,1.67571266111539e+002°)
2.69153480392690e+003	(-2.52012217194888e+001dB,8.49279222494892e+000°)	(-3.31751092269037e+001dB,-7.47336368018653e+001°)	(-2.52012217194888e+001dB,8.49279222494889e+000°)	(-3.31751092269037e+001dB,-7.47336368018653e+001°)	(-2.42194998480981e+001dB,1.67751918552864e+002°)
2.75422870333815e+003	(-2.51969563726582e+001dB,8.30219798676119e+000°)	(-3.33615363851536e+001dB,-7.50654462239944e+001°)	(-2.51969563726582e+001dB,8.30219798676118e+000°)	(-3.33615363851536e+001dB,-7.50654462239944e+001°)	(-2.42528364096261e+001dB,1.67933756321007e+002°)
2.81838293126444e+003	(-2.51928790837638e+001dB,8.11576323678600e+000°)	(-3.35485347035553e+001dB,-7.53906962540141e+001°)	(-2.51928790837638e+001dB,8.11576323678598e+000°)	(-3.35485347035553e+001dB,-7.53906962540141e+001°)	(-2.42851517445912e+001dB,1.68116530349891e+002°)
2.88403150312659e+003	(-2.51889817265060e+001dB,7.93340492465694e+000°)	(-3.37360817527829e+001dB,-7.57094754603625e+001°)	(-2.51889817265060e+001dB,7.93340492465692e+000°)	(-3.37360817527829e+001dB,-7.57094754603625e+001°)	(-2.43164599173297e+001dB,1.68300001875419e+002°)
2.95120922666637e+003	(-2.51852565114647e+001dB,7.75504114751976e+000°)	(-3.39241558510574e+001dB,-7.60218738876782e+001°)	(-2.51852565114647e+001dB,7.75504114751975e+000°)	(-3.39241558510574e+001dB,-7.60218738876782e+001°)	(-2.43467761381619e+001dB,1.68483942545597e+002°)
3.01995172040200e+003	(-2.51816959733706e+001dB,7.58059116998237e+000°)	(-3.41127360504074e+001dB,-7.63279828451175e+001°)	(-2.51816959733706e+001dB,7.58059116998239e+000°)	(-3.41127360504074e+001dB,-7.63279828451175e+001°)	(-2.43761166486582e+001dB,1.68668134479294e+002°)
3.09029543251358e+003	(-2.51782929587473e+001dB,7.40997544090212e+000°)	(-3.43018021221597e+001dB,-7.66278947062262e+001°)	(-2.51782929587473e+001dB,7.40997544090207e+000°)	(-3.43018021221597e+001dB,-7.66278947062262e+001°)	(-2.44044986104377e+001dB,1.68852370277108e+002°)
3.16227766016836e+003	(-2.51750406139263e+001dB,7.24311560722475e+000°)	(-3.44913345417779e+001dB,-7.69217027201019e+001°)	(-2.51750406139263e+001dB,7.24311560722480e+000°)	(-3.44913345417779e+001dB,-7.69217027201019e+001°)	(-2.44319399978645e+001dB,1.69036452987899e+002°)
3.23593656929627e+003	(-2.51719323734301e+001dB,7.07993452508187e+000°)	(-3.46813144731551e+001dB,-7.72095008335562e+001°)	(-2.51719323734301e+001dB,7.07993452508193e+000°)	(-3.46813144731551e+001dB,-7.72095008335562e+001°)	(-2.44584594949483e+001dB,1.69220196034569e+002°)
3.31131121482590e+003	(-2.51689619487237e+001dB,6.92035626833776e+000°)	(-3.48717237524623e+001dB,-7.74913835239595e+001°)	(-2.51689619487237e+001dB,6.92035626833781e+000°)	(-3.48717237524623e+001dB,-7.74913835239595e+001°)	(-2.44840763966983e+001dB,1.69403423102681e+002°)
3.38844156139201e+003	(-2.51661233173268e+001dB,6.76430613477266e+000°)	(-3.50625448716441e+001dB,-7.77674456424359e+001°)	(-2.51661233173268e+001dB,6.76430613477260e+000°)	(-3.50625448716441e+001dB,-7.77674456424359e+001°)	(-2.45088105151262e+001dB,1.69585967995469e+002°)
3.46736850452530e+003	(-2.51634107122857e+001dB,6.61171065007437e+000°)	(-3.52537609616469e+001dB,-7.80377822670569e+001°)	(-2.51634107122857e+001dB,6.61171065007436e+000°)	(-3.52537609616469e+001dB,-7.80377822670569e+001°)	(-2.45326820900421e+001dB,1.69767674458725e+002°)
3.54813389233574e+003	(-2.51608186119973e+001dB,6.46249756980502e+000°)	(-3.54453557754574e+001dB,-7.83024885656747e+001°)	(-2.51608186119973e+001dB,6.46249756980504e+000°)	(-3.54453557754574e+001dB,-7.83024885656747e+001°)	(-2.45557117047415e+001dB,1.69948395978951e+002°)
3.63078054770100e+003	(-2.51583417303795e+001dB,6.31659587949588e+000°)	(-3.56373136710232e+001dB,-7.85616596680253e+001°)	(-2.51583417303795e+001dB,6.31659587949585e+000°)	(-3.56373136710232e+001dB,-7.85616596680253e+001°)	(-2.45779202066359e+001dB,1.70127995558070e+002°)
3.71535229097171e+003	(-2.51559750073824e+001dB,6.17393579301867e+000°)	(-3.58296195941195e+001dB,-7.88153905467288e+001°)	(-2.51559750073824e+001dB,6.17393579301871e+000°)	(-3.58296195941195e+001dB,-7.88153905467288e+001°)	(-2.45993286328420e+001dB,1.70306345467838e+002°)
3.80189396320559e+003	(-2.51537135998324e+001dB,6.03444874937190e+000°)	(-3.60222590612210e+001dB,-7.90637759068121e+001°)	(-2.51537135998324e+001dB,6.03444874937189e+000°)	(-3.60222590612210e+001dB,-7.90637759068121e+001°)	(-2.46199581407055e+001dB,1.70483326986952e+002°)
3.89045144994279e+003	(-2.51515528726030e+001dB,5.89806740800996e+000°)	(-3.62152181424317e+001dB,-7.93069100833777e+001°)	(-2.51515528726030e+001dB,5.89806740800998e+000°)	(-3.62152181424317e+001dB,-7.93069100833777e+001°)	(-2.46398299432068e+001dB,1.70658830123715e+002°)
3.98107170553495e+003	(-2.51494883901031e+001dB,5.76472564284048e+000°)	(-3.64084834445194e+001dB,-7.95448869470466e+001°)	(-2.51494883901031e+001dB,5.76472564284047e+000°)	(-3.64084834445194e+001dB,-7.95448869470466e+001°)	(-2.46589652491645e+001dB,1.70832753326917e+002°)
4.07380277804111e+003	(-2.51475159080773e+001dB,5.63435853500187e+000°)	(-3.66020420940989e+001dB,-7.97777998168064e+001°)	(-2.51475159080773e+001dB,5.63435853500190e+000°)	(-3.66020420940989e+001dB,-7.97777998168064e+001°)	(-2.46773852081284e+001dB,1.71005003187436e+002°)
4.16869383470333e+003	(-2.51456313657079e+001dB,5.50690236453133e+000°)	(-3.67958817209998e+001dB,-8.00057413799019e+001°)	(-2.51456313657079e+001dB,5.50690236453137e+000°)	(-3.67958817209998e+001dB,-8.00057413799019e+001°)	(-2.46951108598348e+001dB,1.71175494132888e+002°)
4.26579518801591e+003	(-2.51438308780125e+001dB,5.38229460102261e+000°)	(-3.69899904418526e+001dB,-8.02288036184121e+001°)	(-2.51438308780125e+001dB,5.38229460102253e+000°)	(-3.69899904418526e+001dB,-8.02288036184121e+001°)	(-2.47121630880752e+001dB,1.71344148117465e+002°)
4.36515832240164e+003	(-2.51421107285270e+001dB,5.26047389336872e+000°)	(-3.71843568439224e+001dB,-8.04470777421651e+001°)	(-2.51421107285270e+001dB,5.26047389336882e+000°)	(-3.71843568439224e+001dB,-8.04470777421651e+001°)	(-2.47285625788176e+001dB,1.71510894308927e+002°)
4.46683592150961e+003	(-2.51404673622681e+001dB,5.14138005868046e+000°)	(-3.73789699692159e+001dB,-8.06606541276534e+001°)	(-2.51404673622681e+001dB,5.14138005868048e+000°)	(-3.73789699692159e+001dB,-8.06606541276534e+001°)	(-2.47443297824068e+001dB,1.71675668774542e+002°)
4.57088189614873e+003	(-2.51388973789652e+001dB,5.02495407045829e+000°)	(-3.75738192988811e+001dB,-8.08696222626192e+001°)	(-2.51388973789652e+001dB,5.02495407045834e+000°)	(-3.75738192988811e+001dB,-8.08696222626192e+001°)	(-2.47594848796606e+001dB,1.71838414167592e+002°)
4.67735141287196e+003	(-2.51373975265541e+001dB,4.91113804610164e+000°)	(-3.77688947379218e+001dB,-8.10740706959918e+001°)	(-2.51373975265541e+001dB,4.91113804610165e+000°)	(-3.77688947379218e+001dB,-8.10740706959918e+001°)	(-2.47740477516730e+001dB,1.71999079415907e+002°)
4.78630092322636e+003	(-2.51359646949243e+001dB,4.79987523382227e+000°)	(-3.79641866002385e+001dB,-8.12740869928684e+001°)	(-2.51359646949243e+001dB,4.79987523382228e+000°)	(-3.79641866002385e+001dB,-8.12740869928684e+001°)	(-2.47880379531306e+001dB,1.72157619413703e+002°)
4.89778819368444e+003	(-2.51345959099126e+001dB,4.69110999903264e+000°)	(-3.81596855940118e+001dB,-8.14697576942424e+001°)	(-2.51345959099126e+001dB,4.69110999903259e+000°)	(-3.81596855940118e+001dB,-8.14697576942424e+001°)	(-2.48014746889456e+001dB,1.72313994717895e+002°)
5.01187233627270e+003	(-2.51332883275332e+001dB,4.58478781026962e+000°)	(-3.83553828074354e+001dB,-8.16611682811932e+001°)	(-2.51332883275332e+001dB,4.58478781026959e+000°)	(-3.83553828074354e+001dB,-8.16611682811932e+001°)	(-2.48143767940108e+001dB,1.72468171249865e+002°)
5.12861383991362e+003	(-2.51320392284380e+001dB,4.48085522471398e+000°)	(-3.85512696948099e+001dB,-8.18484031432631e+001°)	(-2.51320392284380e+001dB,4.48085522471400e+000°)	(-3.85512696948099e+001dB,-8.18484031432631e+001°)	(-2.48267627158783e+001dB,1.72620120003548e+002°)
5.24807460249770e+003	(-2.51308460125991e+001dB,4.37925987335809e+000°)	(-3.87473380630001e+001dB,-8.20315455507601e+001°)	(-2.51308460125991e+001dB,4.37925987335804e+000°)	(-3.87473380630001e+001dB,-8.20315455507601e+001°)	(-2.48386505001720e+001dB,1.72769816760595e+002°)
5.37031796370250e+003	(-2.51297061942044e+001dB,4.27995044587272e+000°)	(-3.89435800582623e+001dB,-8.22106776307339e+001°)	(-2.51297061942044e+001dB,4.27995044587275e+000°)	(-3.89435800582623e+001dB,-8.22106776307339e+001°)	(-2.48500577785427e+001dB,1.72917241813198e+002°)
5.49540873857622e+003	(-2.51286173967612e+001dB,4.18287667522120e+000°)	(-3.91399881534429e+001dB,-8.23858803463868e+001°)	(-2.51286173967612e+001dB,4.18287667522122e+000°)	(-3.91399881534429e+001dB,-8.23858803463868e+001°)	(-2.48610017589818e+001dB,1.73062379695125e+002°)
5.62341325190346e+003	(-2.51275773483982e+001dB,4.08798932206110e+000°)	(-3.93365551355487e+001dB,-8.25572334796903e+001°)	(-2.51275773483982e+001dB,4.08798932206108e+000°)	(-3.93365551355487e+001dB,-8.25572334796903e+001°)	(-2.48714992183150e+001dB,1.73205218921338e+002°)
5.75439937337154e+003	(-2.51265838773605e+001dB,3.99524015897647e+000°)	(-3.95332740936895e+001dB,-8.27248156169906e+001°)	(-2.51265838773605e+001dB,3.99524015897645e+000°)	(-3.95332740936895e+001dB,-8.27248156169906e+001°)	(-2.48815664967028e+001dB,1.73345751736541e+002°)
5.88843655355586e+003	(-2.51256349076889e+001dB,3.90458195457619e+000°)	(-3.97301384073905e+001dB,-8.28887041373951e+001°)	(-2.51256349076889e+001dB,3.90458195457617e+000°)	(-3.97301384073905e+001dB,-8.28887041373951e+001°)	(-2.48912194939817e+001dB,1.73483973872868e+002°)
6.02559586074354e+003	(-2.51247284550782e+001dB,3.81596845749238e+000°)	(-3.99271417352718e+001dB,-8.30489752037454e+001°)	(-2.51247284550782e+001dB,3.81596845749253e+000°)	(-3.99271417352718e+001dB,-8.30489752037454e+001°)	(-2.49004736676877e+001dB,1.73619884316887e+002°)
6.16595001861479e+003	(-2.51238626229073e+001dB,3.72935438031204e+000°)	(-4.01242780040920e+001dB,-8.32057037559901e+001°)	(-2.51238626229073e+001dB,3.72935438031207e+000°)	(-4.01242780040920e+001dB,-8.32057037559901e+001°)	(-2.49093440326101e+001dB,1.73753485085999e+002°)
6.30957344480190e+003	(-2.51230355984342e+001dB,3.64469538346732e+000°)	(-4.03215413981500e+001dB,-8.33589635067805e+001°)	(-2.51230355984342e+001dB,3.64469538346741e+000°)	(-4.03215413981500e+001dB,-8.33589635067805e+001°)	(-2.49178451617320e+001dB,1.73884781014263e+002°)
6.45654229034652e+003	(-2.51222456491497e+001dB,3.56194805911665e+000°)	(-4.05189263490416e+001dB,-8.35088269391242e+001°)	(-2.51222456491497e+001dB,3.56194805911669e+000°)	(-4.05189263490416e+001dB,-8.35088269391242e+001°)	(-2.49259911884221e+001dB,1.74013779547629e+002°)
