Freq.	I(C1)	I(L1)	I(R1)	I(R2)	I(V1)
6.60693448007588e+005	(-2.51054517091336e+001dB,3.48535905172566e-002°)	(-8.06630696958144e+001dB,-8.99362930706359e+001°)	(-2.51054517091336e+001dB,3.48535905206262e-002°)	(-8.06630696958144e+001dB,-8.99362930706359e+001°)	(-2.51054323357225e+001dB,1.79939301342129e+002°)
6.76082975391973e+005	(-2.51054516368037e+001dB,3.40602261381860e-002°)	(-8.08630694541591e+001dB,-8.99377432162379e+001°)	(-2.51054516368037e+001dB,3.40602261297948e-002°)	(-8.08630694541591e+001dB,-8.99377432162379e+001°)	(-2.51054331353370e+001dB,1.79940683002679e+002°)
6.91830970918928e+005	(-2.51054515677291e+001dB,3.32849209012911e-002°)	(-8.10630692233801e+001dB,-8.99391603525730e+001°)	(-2.51054515677291e+001dB,3.32849209046728e-002°)	(-8.10630692233801e+001dB,-8.99391603525730e+001°)	(-2.51054338989632e+001dB,1.79942033213415e+002°)
7.07945784384129e+005	(-2.51054515017635e+001dB,3.25272637846381e-002°)	(-8.12630690029879e+001dB,-8.99405452310188e+001°)	(-2.51054515017635e+001dB,3.25272637693037e-002°)	(-8.12630690029879e+001dB,-8.99405452310188e+001°)	(-2.51054346282207e+001dB,1.79943352690250e+002°)
7.24435960074981e+005	(-2.51054514387667e+001dB,3.17868530086980e-002°)	(-8.14630687925149e+001dB,-8.99418985858496e+001°)	(-2.51054514387667e+001dB,3.17868530049061e-002°)	(-8.14630687925149e+001dB,-8.99418985858496e+001°)	(-2.51054353246564e+001dB,1.79944642132637e+002°)
7.41310241300908e+005	(-2.51054513786053e+001dB,3.10632960272063e-002°)	(-8.16630685915147e+001dB,-8.99432211346261e+001°)	(-2.51054513786053e+001dB,3.10632960368820e-002°)	(-8.16630685915147e+001dB,-8.99432211346261e+001°)	(-2.51054359897476e+001dB,1.79945902224251e+002°)
7.58577575029174e+005	(-2.51054513211516e+001dB,3.03562092316987e-002°)	(-8.18630683995611e+001dB,-8.99445135785756e+001°)	(-2.51054513211516e+001dB,3.03562092266731e-002°)	(-8.18630683995611e+001dB,-8.99445135785756e+001°)	(-2.51054366249048e+001dB,1.79947133633188e+002°)
7.76247116628682e+005	(-2.51054512662837e+001dB,2.96652176790878e-002°)	(-8.20630682162467e+001dB,-8.99457766029635e+001°)	(-2.51054512662837e+001dB,2.96652176683552e-002°)	(-8.20630682162467e+001dB,-8.99457766029635e+001°)	(-2.51054372314755e+001dB,1.79948337012301e+002°)
7.94328234724271e+005	(-2.51054512138853e+001dB,2.89899549743096e-002°)	(-8.22630680411829e+001dB,-8.99470108774572e+001°)	(-2.51054512138853e+001dB,2.89899549898624e-002°)	(-8.22630680411829e+001dB,-8.99470108774572e+001°)	(-2.51054378107461e+001dB,1.79949512999529e+002°)
8.12830516164089e+005	(-2.51054511638452e+001dB,2.83300631420426e-002°)	(-8.24630678739982e+001dB,-8.99482170564810e+001°)	(-2.51054511638452e+001dB,2.83300631587350e-002°)	(-8.24630678739982e+001dB,-8.99482170564810e+001°)	(-2.51054383639453e+001dB,1.79950662218446e+002°)
8.31763771102660e+005	(-2.51054511160572e+001dB,2.76851922875801e-002°)	(-8.26630677143381e+001dB,-8.99493957795624e+001°)	(-2.51054511160572e+001dB,2.76851922922901e-002°)	(-8.26630677143381e+001dB,-8.99493957795624e+001°)	(-2.51054388922466e+001dB,1.79951785278342e+002°)
8.51138038202365e+005	(-2.51054510704201e+001dB,2.70550004559624e-002°)	(-8.28630675618639e+001dB,-8.99505476716722e+001°)	(-2.51054510704201e+001dB,2.70550004721125e-002°)	(-8.28630675618639e+001dB,-8.99505476716722e+001°)	(-2.51054393967705e+001dB,1.79952882774567e+002°)
8.70963589956069e+005	(-2.51054510268370e+001dB,2.64391535432909e-002°)	(-8.30630674162521e+001dB,-8.99516733435550e+001°)	(-2.51054510268370e+001dB,2.64391535627677e-002°)	(-8.30630674162521e+001dB,-8.99516733435550e+001°)	(-2.51054398785872e+001dB,1.79953955289063e+002°)
8.91250938133734e+005	(-2.51054509852155e+001dB,2.58373250409462e-002°)	(-8.32630672771939e+001dB,-8.99527733920536e+001°)	(-2.51054509852155e+001dB,2.58373250346422e-002°)	(-8.32630672771939e+001dB,-8.99527733920536e+001°)	(-2.51054403387187e+001dB,1.79955003390495e+002°)
9.12010839355898e+005	(-2.51054509454672e+001dB,2.52491957987559e-002°)	(-8.34630671443944e+001dB,-8.99538484004249e+001°)	(-2.51054509454672e+001dB,2.52491957908158e-002°)	(-8.34630671443944e+001dB,-8.99538484004249e+001°)	(-2.51054407781409e+001dB,1.79956027634457e+002°)
9.33254300796979e+005	(-2.51054509075079e+001dB,2.46744540003734e-002°)	(-8.36630670175718e+001dB,-8.99548989386495e+001°)	(-2.51054509075079e+001dB,2.46744539978746e-002°)	(-8.36630670175718e+001dB,-8.99548989386495e+001°)	(-2.51054411977859e+001dB,1.79957028564041e+002°)
9.54992586021423e+005	(-2.51054508712571e+001dB,2.41127949142274e-002°)	(-8.38630668964572e+001dB,-8.99559255637340e+001°)	(-2.51054508712571e+001dB,2.41127949205753e-002°)	(-8.38630668964572e+001dB,-8.99559255637340e+001°)	(-2.51054415985439e+001dB,1.79958006709957e+002°)
9.77237220955797e+005	(-2.51054508366378e+001dB,2.35639207489644e-002°)	(-8.40630667807937e+001dB,-8.99569288200058e+001°)	(-2.51054508366378e+001dB,2.35639207602728e-002°)	(-8.40630667807937e+001dB,-8.99569288200058e+001°)	(-2.51054419812648e+001dB,1.79958962590721e+002°)
9.99999999999987e+005	(-2.51054508035766e+001dB,2.30275404843270e-002°)	(-8.42630666703358e+001dB,-8.99579092394024e+001°)	(-2.51054508035766e+001dB,2.30275404970252e-002°)	(-8.42630666703358e+001dB,-8.99579092394024e+001°)	(-2.51054423467605e+001dB,1.79959896713242e+002°)
1.02329299228074e+006	(-2.51054507720034e+001dB,2.25033697327855e-002°)	(-8.44630665648494e+001dB,-8.99588673417527e+001°)	(-2.51054507720034e+001dB,2.25033697352934e-002°)	(-8.44630665648494e+001dB,-8.99588673417527e+001°)	(-2.51054426958062e+001dB,1.79960809572765e+002°)
1.04712854805089e+006	(-2.51054507418513e+001dB,2.19911305483176e-002°)	(-8.46630664641106e+001dB,-8.99598036350530e+001°)	(-2.51054507418513e+001dB,2.19911305531525e-002°)	(-8.46630664641106e+001dB,-8.99598036350530e+001°)	(-2.51054430291424e+001dB,1.79961701653191e+002°)
1.07151930523759e+006	(-2.51054507130562e+001dB,2.14905513705300e-002°)	(-8.48630663679059e+001dB,-8.99607186157367e+001°)	(-2.51054507130562e+001dB,2.14905513549355e-002°)	(-8.48630663679059e+001dB,-8.99607186157367e+001°)	(-2.51054433474760e+001dB,1.79962573427635e+002°)
1.09647819614317e+006	(-2.51054506855571e+001dB,2.10013667203569e-002°)	(-8.50630662760310e+001dB,-8.99616127689365e+001°)	(-2.51054506855571e+001dB,2.10013667272315e-002°)	(-8.50630662760310e+001dB,-8.99616127689365e+001°)	(-2.51054436514822e+001dB,1.79963425358163e+002°)
1.12201845430195e+006	(-2.51054506592957e+001dB,2.05233173260909e-002°)	(-8.52630661882912e+001dB,-8.99624865687427e+001°)	(-2.51054506592957e+001dB,2.05233172981611e-002°)	(-8.52630661882912e+001dB,-8.99624865687427e+001°)	(-2.51054439418060e+001dB,1.79964257896611e+002°)
1.14815362149687e+006	(-2.51054506342163e+001dB,2.00561495984912e-002°)	(-8.54630661045004e+001dB,-8.99633404784538e+001°)	(-2.51054506342163e+001dB,2.00561495998557e-002°)	(-8.54630661045004e+001dB,-8.99633404784538e+001°)	(-2.51054442190630e+001dB,1.79965071484203e+002°)
1.17489755493951e+006	(-2.51054506102656e+001dB,1.95996159173002e-002°)	(-8.56630660244807e+001dB,-8.99641749508226e+001°)	(-2.51054506102656e+001dB,1.95996159340667e-002°)	(-8.56630660244807e+001dB,-8.99641749508226e+001°)	(-2.51054444838415e+001dB,1.79965866552465e+002°)
1.20226443461740e+006	(-2.51054505873928e+001dB,1.91534742388002e-002°)	(-8.58630659480625e+001dB,-8.99649904282959e+001°)	(-2.51054505873928e+001dB,1.91534742408334e-002°)	(-8.58630659480625e+001dB,-8.99649904282959e+001°)	(-2.51054447367030e+001dB,1.79966643522895e+002°)
1.23026877081236e+006	(-2.51054505655495e+001dB,1.87174879693923e-002°)	(-8.60630658750838e+001dB,-8.99657873432494e+001°)	(-2.51054505655495e+001dB,1.87174879701412e-002°)	(-8.60630658750837e+001dB,-8.99657873432494e+001°)	(-2.51054449781838e+001dB,1.79967402807408e+002°)
1.25892541179415e+006	(-2.51054505446893e+001dB,1.82914259811955e-002°)	(-8.62630658053895e+001dB,-8.99665661182167e+001°)	(-2.51054505446893e+001dB,1.82914259565007e-002°)	(-8.62630658053895e+001dB,-8.99665661182167e+001°)	(-2.51054452087963e+001dB,1.79968144808657e+002°)
1.28824955169312e+006	(-2.51054505247680e+001dB,1.78750623121122e-002°)	(-8.64630657388321e+001dB,-8.99673271661134e+001°)	(-2.51054505247680e+001dB,1.78750622963810e-002°)	(-8.64630657388321e+001dB,-8.99673271661134e+001°)	(-2.51054454290295e+001dB,1.79968869919917e+002°)
1.31825673855639e+006	(-2.51054505057433e+001dB,1.74681762360263e-002°)	(-8.66630656752702e+001dB,-8.99680708904562e+001°)	(-2.51054505057433e+001dB,1.74681762284344e-002°)	(-8.66630656752702e+001dB,-8.99680708904562e+001°)	(-2.51054456393506e+001dB,1.79969578525725e+002°)
1.34896288259163e+006	(-2.51054504875748e+001dB,1.70705520265702e-002°)	(-8.68630656145691e+001dB,-8.99687976855764e+001°)	(-2.51054504875748e+001dB,1.70705520164461e-002°)	(-8.68630656145691e+001dB,-8.99687976855764e+001°)	(-2.51054458402058e+001dB,1.79970271001886e+002°)
1.38038426460287e+006	(-2.51054504702241e+001dB,1.66819788073538e-002°)	(-8.70630655566000e+001dB,-8.99695079368296e+001°)	(-2.51054504702241e+001dB,1.66819788349492e-002°)	(-8.70630655566000e+001dB,-8.99695079368296e+001°)	(-2.51054460320209e+001dB,1.79970947715293e+002°)
1.41253754462273e+006	(-2.51054504536542e+001dB,1.63022506685744e-002°)	(-8.72630655012399e+001dB,-8.99702020207996e+001°)	(-2.51054504536542e+001dB,1.63022506574423e-002°)	(-8.72630655012399e+001dB,-8.99702020207996e+001°)	(-2.51054462152030e+001dB,1.79971609025014e+002°)
1.44543977074591e+006	(-2.51054504378302e+001dB,1.59311661407205e-002°)	(-8.74630654483715e+001dB,-8.99708803054979e+001°)	(-2.51054504378302e+001dB,1.59311661471530e-002°)	(-8.74630654483715e+001dB,-8.99708803054979e+001°)	(-2.51054463901405e+001dB,1.79972255281529e+002°)
1.47910838816819e+006	(-2.51054504227183e+001dB,1.55685285642071e-002°)	(-8.76630653978825e+001dB,-8.99715431505594e+001°)	(-2.51054504227183e+001dB,1.55685285502867e-002°)	(-8.76630653978825e+001dB,-8.99715431505594e+001°)	(-2.51054465572046e+001dB,1.79972886827492e+002°)
1.51356124843619e+006	(-2.51054504082866e+001dB,1.52141455967925e-002°)	(-8.78630653496658e+001dB,-8.99721909074326e+001°)	(-2.51054504082866e+001dB,1.52141455917057e-002°)	(-8.78630653496658e+001dB,-8.99721909074326e+001°)	(-2.51054467167495e+001dB,1.79973503997787e+002°)
1.54881661891246e+006	(-2.51054503945044e+001dB,1.48678293622931e-002°)	(-8.80630653036193e+001dB,-8.99728239195661e+001°)	(-2.51054503945044e+001dB,1.48678293729831e-002°)	(-8.80630653036193e+001dB,-8.99728239195661e+001°)	(-2.51054468691138e+001dB,1.79974107119652e+002°)
1.58489319246109e+006	(-2.51054503813425e+001dB,1.45293962781086e-002°)	(-8.82630652596453e+001dB,-8.99734425225907e+001°)	(-2.51054503813425e+001dB,1.45293962727770e-002°)	(-8.82630652596453e+001dB,-8.99734425225907e+001°)	(-2.51054470146205e+001dB,1.79974696512848e+002°)
1.62181009735891e+006	(-2.51054503687730e+001dB,1.41986668725229e-002°)	(-8.84630652176504e+001dB,-8.99740470444973e+001°)	(-2.51054503687730e+001dB,1.41986668494724e-002°)	(-8.84630652176504e+001dB,-8.99740470444973e+001°)	(-2.51054471535784e+001dB,1.79975272489808e+002°)
1.65958690743754e+006	(-2.51054503567692e+001dB,1.38754657553319e-002°)	(-8.86630651775455e+001dB,-8.99746378058108e+001°)	(-2.51054503567692e+001dB,1.38754657460396e-002°)	(-8.86630651775455e+001dB,-8.99746378058108e+001°)	(-2.51054472862821e+001dB,1.79975835356019e+002°)
1.69824365246172e+006	(-2.51054503453057e+001dB,1.35596216130937e-002°)	(-8.88630651392457e+001dB,-8.99752151197604e+001°)	(-2.51054503453057e+001dB,1.35596215970578e-002°)	(-8.88630651392457e+001dB,-8.99752151197604e+001°)	(-2.51054474130132e+001dB,1.79976385409875e+002°)
1.73780082874935e+006	(-2.51054503343581e+001dB,1.32509669361241e-002°)	(-8.90630651026697e+001dB,-8.99757792924449e+001°)	(-2.51054503343581e+001dB,1.32509669378554e-002°)	(-8.90630651026697e+001dB,-8.99757792924449e+001°)	(-2.51054475340404e+001dB,1.79976922942999e+002°)
1.77827941003890e+006	(-2.51054503239032e+001dB,1.29493381424233e-002°)	(-8.92630650677398e+001dB,-8.99763306229958e+001°)	(-2.51054503239032e+001dB,1.29493381157182e-002°)	(-8.92630650677398e+001dB,-8.99763306229958e+001°)	(-2.51054476496206e+001dB,1.79977448240448e+002°)
1.81970085860996e+006	(-2.51054503139189e+001dB,1.26545752210802e-002°)	(-8.94630650343821e+001dB,-8.99768694037355e+001°)	(-2.51054503139189e+001dB,1.26545752031191e-002°)	(-8.94630650343821e+001dB,-8.99768694037355e+001°)	(-2.51054477599988e+001dB,1.79977961580655e+002°)
1.86208713666284e+006	(-2.51054503043840e+001dB,1.23665219108122e-002°)	(-8.96630650025256e+001dB,-8.99773959203321e+001°)	(-2.51054503043840e+001dB,1.23665219129227e-002°)	(-8.96630650025256e+001dB,-8.99773959203321e+001°)	(-2.51054478654091e+001dB,1.79978463235866e+002°)
1.90546071796322e+006	(-2.51054502952782e+001dB,1.20850255146649e-002°)	(-8.98630649721030e+001dB,-8.99779104519515e+001°)	(-2.51054502952782e+001dB,1.20850255155199e-002°)	(-8.98630649721030e+001dB,-8.99779104519515e+001°)	(-2.51054479660752e+001dB,1.79978953472029e+002°)
1.94984459975802e+006	(-2.51054502865822e+001dB,1.18099367571315e-002°)	(-9.00630649430496e+001dB,-8.99784132714048e+001°)	(-2.51054502865822e+001dB,1.18099367578491e-002°)	(-9.00630649430496e+001dB,-8.99784132714048e+001°)	(-2.51054480622106e+001dB,1.79979432549081e+002°)
1.99526231496885e+006	(-2.51054502782776e+001dB,1.15411097921748e-002°)	(-9.02630649153039e+001dB,-8.99789046452932e+001°)	(-2.51054502782776e+001dB,1.15411097842607e-002°)	(-9.02630649153039e+001dB,-8.99789046452932e+001°)	(-2.51054481540192e+001dB,1.79979900721096e+002°)
2.04173794466950e+006	(-2.51054502703468e+001dB,1.12784021021068e-002°)	(-9.04630648888069e+001dB,-8.99793848341493e+001°)	(-2.51054502703468e+001dB,1.12784020591821e-002°)	(-9.04630648888069e+001dB,-8.99793848341493e+001°)	(-2.51054482416957e+001dB,1.79980358236169e+002°)
2.08929613085401e+006	(-2.51054502627729e+001dB,1.10216743069377e-002°)	(-9.06630648635024e+001dB,-8.99798540925754e+001°)	(-2.51054502627729e+001dB,1.10216742915445e-002°)	(-9.06630648635024e+001dB,-8.99798540925754e+001°)	(-2.51054483254261e+001dB,1.79980805337004e+002°)
2.13796208950220e+006	(-2.51054502555399e+001dB,1.07707903826911e-002°)	(-9.08630648393369e+001dB,-8.99803126693782e+001°)	(-2.51054502555399e+001dB,1.07707903609285e-002°)	(-9.08630648393369e+001dB,-8.99803126693782e+001°)	(-2.51054484053881e+001dB,1.79981242260497e+002°)
2.18776162394952e+006	(-2.51054502486324e+001dB,1.05256172883784e-002°)	(-9.10630648162589e+001dB,-8.99807608077011e+001°)	(-2.51054502486324e+001dB,1.05256172453918e-002°)	(-9.10630648162589e+001dB,-8.99807608077011e+001°)	(-2.51054484817512e+001dB,1.79981669238623e+002°)
2.23872113856831e+006	(-2.51054502420359e+001dB,1.02860249343923e-002°)	(-9.12630647942197e+001dB,-8.99811987451526e+001°)	(-2.51054502420359e+001dB,1.02860249509391e-002°)	(-9.12630647942197e+001dB,-8.99811987451526e+001°)	(-2.51054485546773e+001dB,1.79982086497317e+002°)
2.29086765276774e+006	(-2.51054502357362e+001dB,1.00518864476109e-002°)	(-9.14630647731724e+001dB,-8.99816267139327e+001°)	(-2.51054502357362e+001dB,1.00518864425981e-002°)	(-9.14630647731724e+001dB,-8.99816267139327e+001°)	(-2.51054486243213e+001dB,1.79982494258178e+002°)
2.34422881531989e+006	(-2.51054502297201e+001dB,9.82307756147413e-003°)	(-9.16630647530723e+001dB,-8.99820449409561e+001°)	(-2.51054502297201e+001dB,9.82307757706382e-003°)	(-9.16630647530723e+001dB,-8.99820449409561e+001°)	(-2.51054486908307e+001dB,1.79982892737293e+002°)
2.39883291901946e+006	(-2.51054502239747e+001dB,9.59947700144188e-003°)	(-9.18630647338770e+001dB,-8.99824536479720e+001°)	(-2.51054502239747e+001dB,9.59947703687631e-003°)	(-9.18630647338770e+001dB,-8.99824536479720e+001°)	(-2.51054487543468e+001dB,1.79983282145882e+002°)
2.45470891568499e+006	(-2.51054502184879e+001dB,9.38096625181979e-003°)	(-9.20630647155455e+001dB,-8.99828530516821e+001°)	(-2.51054502184879e+001dB,9.38096626609669e-003°)	(-9.20630647155455e+001dB,-8.99828530516821e+001°)	(-2.51054488150041e+001dB,1.79983662690536e+002°)
2.51188643150954e+006	(-2.51054502132481e+001dB,9.16742939739915e-003°)	(-9.22630646980391e+001dB,-8.99832433638554e+001°)	(-2.51054502132480e+001dB,9.16742940744742e-003°)	(-9.22630646980391e+001dB,-8.99832433638554e+001°)	(-2.51054488729314e+001dB,1.79984034572921e+002°)
2.57039578276883e+006	(-2.51054502082440e+001dB,8.95875326187511e-003°)	(-9.24630646813206e+001dB,-8.99836247914405e+001°)	(-2.51054502082440e+001dB,8.95875324088331e-003°)	(-9.24630646813206e+001dB,-8.99836247914405e+001°)	(-2.51054489282516e+001dB,1.79984397990246e+002°)
2.63026799189534e+006	(-2.51054502034652e+001dB,8.75482714743205e-003°)	(-9.26630646653546e+001dB,-8.99839975366751e+001°)	(-2.51054502034652e+001dB,8.75482712356081e-003°)	(-9.26630646653546e+001dB,-8.99839975366751e+001°)	(-2.51054489810819e+001dB,1.79984753135210e+002°)
2.69153480392688e+006	(-2.51054501989015e+001dB,8.55554292170043e-003°)	(-9.28630646501072e+001dB,-8.99843617971937e+001°)	(-2.51054501989015e+001dB,8.55554293117394e-003°)	(-9.28630646501072e+001dB,-8.99843617971937e+001°)	(-2.51054490315345e+001dB,1.79985100196051e+002°)
2.75422870333813e+006	(-2.51054501945432e+001dB,8.36079499201135e-003°)	(-9.30630646355460e+001dB,-8.99847177661317e+001°)	(-2.51054501945432e+001dB,8.36079500062535e-003°)	(-9.30630646355460e+001dB,-8.99847177661317e+001°)	(-2.51054490797164e+001dB,1.79985439356850e+002°)
2.81838293126441e+006	(-2.51054501903811e+001dB,8.17048006162528e-003°)	(-9.32630646216402e+001dB,-8.99850656322286e+001°)	(-2.51054501903811e+001dB,8.17048007400246e-003°)	(-9.32630646216402e+001dB,-8.99850656322286e+001°)	(-2.51054491257297e+001dB,1.79985770797405e+002°)
2.88403150312656e+006	(-2.51054501864062e+001dB,7.98449722933316e-003°)	(-9.34630646083602e+001dB,-8.99854055799275e+001°)	(-2.51054501864062e+001dB,7.98449724382890e-003°)	(-9.34630646083602e+001dB,-8.99854055799275e+001°)	(-2.51054491696721e+001dB,1.79986094693471e+002°)
2.95120922666634e+006	(-2.51054501826103e+001dB,7.80274788715588e-003°)	(-9.36630645956779e+001dB,-8.99857377894730e+001°)	(-2.51054501826103e+001dB,7.80274789956200e-003°)	(-9.36630645956779e+001dB,-8.99857377894730e+001°)	(-2.51054492116367e+001dB,1.79986411216815e+002°)
3.01995172040197e+006	(-2.51054501789852e+001dB,7.62513567190725e-003°)	(-9.38630645835665e+001dB,-8.99860624370069e+001°)	(-2.51054501789852e+001dB,7.62513567530834e-003°)	(-9.38630645835665e+001dB,-8.99860624370069e+001°)	(-2.51054492517126e+001dB,1.79986720535160e+002°)
3.09029543251354e+006	(-2.51054501755233e+001dB,7.45156633686743e-003°)	(-9.40630645720001e+001dB,-8.99863796946617e+001°)	(-2.51054501755233e+001dB,7.45156639872932e-003°)	(-9.40630645720001e+001dB,-8.99863796946617e+001°)	(-2.51054492899848e+001dB,1.79987022812536e+002°)
3.16227766016833e+006	(-2.51054501722172e+001dB,7.28194808458946e-003°)	(-9.42630645609543e+001dB,-8.99866897306513e+001°)	(-2.51054501722172e+001dB,7.28194804110976e-003°)	(-9.42630645609543e+001dB,-8.99866897306513e+001°)	(-2.51054493265345e+001dB,1.79987318209396e+002°)
3.23593656929623e+006	(-2.51054501690599e+001dB,7.11619064779630e-003°)	(-9.44630645504057e+001dB,-8.99869927093610e+001°)	(-2.51054501690599e+001dB,7.11619066856320e-003°)	(-9.44630645504057e+001dB,-8.99869927093610e+001°)	(-2.51054493614392e+001dB,1.79987606882031e+002°)
3.31131121482586e+006	(-2.51054501660446e+001dB,6.95420637223876e-003°)	(-9.46630645403318e+001dB,-8.99872887914340e+001°)	(-2.51054501660446e+001dB,6.95420639434776e-003°)	(-9.46630645403318e+001dB,-8.99872887914340e+001°)	(-2.51054493947729e+001dB,1.79987888983743e+002°)
3.38844156139197e+006	(-2.51054501631651e+001dB,6.79590929725984e-003°)	(-9.48630645307113e+001dB,-8.99875781338568e+001°)	(-2.51054501631651e+001dB,6.79590933226750e-003°)	(-9.48630645307113e+001dB,-8.99875781338568e+001°)	(-2.51054494266063e+001dB,1.79988164664023e+002°)
3.46736850452526e+006	(-2.51054501604152e+001dB,6.64121557459166e-003°)	(-9.50630645215238e+001dB,-8.99878608900425e+001°)	(-2.51054501604152e+001dB,6.64121555113447e-003°)	(-9.50630645215238e+001dB,-8.99878608900425e+001°)	(-2.51054494570070e+001dB,1.79988434069137e+002°)
3.54813389233570e+006	(-2.51054501577891e+001dB,6.49004309832249e-003°)	(-9.52630645127498e+001dB,-8.99881372099123e+001°)	(-2.51054501577891e+001dB,6.49004303026732e-003°)	(-9.52630645127498e+001dB,-8.99881372099123e+001°)	(-2.51054494860394e+001dB,1.79988697341892e+002°)
3.63078054770096e+006	(-2.51054501552811e+001dB,6.34231165170801e-003°)	(-9.54630645043707e+001dB,-8.99884072399745e+001°)	(-2.51054501552811e+001dB,6.34231161600290e-003°)	(-9.54630645043707e+001dB,-8.99884072399745e+001°)	(-2.51054495137652e+001dB,1.79988954621697e+002°)
3.71535229097167e+006	(-2.51054501528861e+001dB,6.19794295624093e-003°)	(-9.56630644963688e+001dB,-8.99886711234025e+001°)	(-2.51054501528861e+001dB,6.19794297919779e-003°)	(-9.56630644963688e+001dB,-8.99886711234025e+001°)	(-2.51054495402431e+001dB,1.79989206045204e+002°)
3.80189396320555e+006	(-2.51054501505988e+001dB,6.05686054756868e-003°)	(-9.58630644887270e+001dB,-8.99889290001108e+001°)	(-2.51054501505988e+001dB,6.05686057369714e-003°)	(-9.58630644887270e+001dB,-8.99889290001108e+001°)	(-2.51054495655293e+001dB,1.79989451745431e+002°)
3.89045144994275e+006	(-2.51054501484145e+001dB,5.91898963659713e-003°)	(-9.60630644814291e+001dB,-8.99891810068290e+001°)	(-2.51054501484145e+001dB,5.91898959574895e-003°)	(-9.60630644814291e+001dB,-8.99891810068290e+001°)	(-2.51054495896774e+001dB,1.79989691853049e+002°)
3.98107170553491e+006	(-2.51054501463284e+001dB,5.78425695716778e-003°)	(-9.62630644744596e+001dB,-8.99894272771744e+001°)	(-2.51054501463284e+001dB,5.78425694434217e-003°)	(-9.62630644744596e+001dB,-8.99894272771744e+001°)	(-2.51054496127387e+001dB,1.79989926495156e+002°)
4.07380277804106e+006	(-2.51054501443363e+001dB,5.65259118229730e-003°)	(-9.64630644678039e+001dB,-8.99896679417227e+001°)	(-2.51054501443363e+001dB,5.65259118244758e-003°)	(-9.64630644678039e+001dB,-8.99896679417227e+001°)	(-2.51054496347621e+001dB,1.79990155795917e+002°)
4.16869383470329e+006	(-2.51054501424338e+001dB,5.52392248809699e-003°)	(-9.66630644614477e+001dB,-8.99899031280774e+001°)	(-2.51054501424338e+001dB,5.52392249914100e-003°)	(-9.66630644614477e+001dB,-8.99899031280774e+001°)	(-2.51054496557942e+001dB,1.79990379877387e+002°)
4.26579518801586e+006	(-2.51054501406170e+001dB,5.39818274414912e-003°)	(-9.68630644553776e+001dB,-8.99901329609374e+001°)	(-2.51054501406170e+001dB,5.39818267258859e-003°)	(-9.68630644553776e+001dB,-8.99901329609374e+001°)	(-2.51054496758798e+001dB,1.79990598858103e+002°)
4.36515832240159e+006	(-2.51054501388819e+001dB,5.27530512702099e-003°)	(-9.70630644495807e+001dB,-8.99903575621631e+001°)	(-2.51054501388819e+001dB,5.27530503387481e-003°)	(-9.70630644495807e+001dB,-8.99903575621631e+001°)	(-2.51054496950613e+001dB,1.79990812854142e+002°)
4.46683592150956e+006	(-2.51054501372249e+001dB,5.15522440598234e-003°)	(-9.72630644440447e+001dB,-8.99905770508410e+001°)	(-2.51054501372249e+001dB,5.15522443165365e-003°)	(-9.72630644440447e+001dB,-8.99905770508410e+001°)	(-2.51054497133795e+001dB,1.79991021978998e+002°)
4.57088189614868e+006	(-2.51054501356425e+001dB,5.03787729356692e-003°)	(-9.74630644387578e+001dB,-8.99907915433470e+001°)	(-2.51054501356425e+001dB,5.03787719760458e-003°)	(-9.74630644387578e+001dB,-8.99907915433470e+001°)	(-2.51054497308733e+001dB,1.79991226343823e+002°)
4.67735141287191e+006	(-2.51054501341313e+001dB,4.92320109345516e-003°)	(-9.76630644337089e+001dB,-8.99910011534076e+001°)	(-2.51054501341313e+001dB,4.92320111267478e-003°)	(-9.76630644337089e+001dB,-8.99910011534076e+001°)	(-2.51054497475797e+001dB,1.79991426056484e+002°)
4.78630092322631e+006	(-2.51054501326882e+001dB,4.81113536583129e-003°)	(-9.78630644288873e+001dB,-8.99912059921610e+001°)	(-2.51054501326882e+001dB,4.81113537408978e-003°)	(-9.78630644288873e+001dB,-8.99912059921610e+001°)	(-2.51054497635343e+001dB,1.79991621223209e+002°)
4.89778819368438e+006	(-2.51054501313099e+001dB,4.70162053061595e-003°)	(-9.80630644242826e+001dB,-8.99914061682153e+001°)	(-2.51054501313099e+001dB,4.70162056311504e-003°)	(-9.80630644242826e+001dB,-8.99914061682153e+001°)	(-2.51054497787707e+001dB,1.79991811947410e+002°)
5.01187233627264e+006	(-2.51054501299938e+001dB,4.59459852383828e-003°)	(-9.82630644198852e+001dB,-8.99916017877065e+001°)	(-2.51054501299938e+001dB,4.59459861355138e-003°)	(-9.82630644198852e+001dB,-8.99916017877065e+001°)	(-2.51054497933214e+001dB,1.79991998330155e+002°)
5.12861383991357e+006	(-2.51054501287368e+001dB,4.49001285664410e-003°)	(-9.84630644156857e+001dB,-8.99917929543547e+001°)	(-2.51054501287368e+001dB,4.49001278094755e-003°)	(-9.84630644156857e+001dB,-8.99917929543547e+001°)	(-2.51054498072172e+001dB,1.79992180470517e+002°)
5.24807460249764e+006	(-2.51054501275364e+001dB,4.38780764134673e-003°)	(-9.86630644116752e+001dB,-8.99919797695188e+001°)	(-2.51054501275364e+001dB,4.38780761251351e-003°)	(-9.86630644116752e+001dB,-8.99919797695188e+001°)	(-2.51054498204876e+001dB,1.79992358464758e+002°)
